iso3,country,year,magnitude,total_deaths,total_affected,total_damage_kUSD,total_damage_adj_kUSD,pre_event_avg_gdp,gdp_event_year,gdp_drop,recovery_years,gdp_per_capita_event_year,unemployment_event_year,income_group
TJK,Tajikistan,2021.0,5.9,5.0,100.0,,,,,,,896.748053372182,7.687,Low
PAK,Pakistan,2021.0,5.9,21.0,64100.0,,,,,,,1455.31922370186,6.338,Lower-Middle
IRN,Iran (Islamic Republic of),2021.0,6.3,1.0,36588.0,165000.0,191013.0,,,,,4605.14881318992,9.282,Upper-Middle
ECU,Ecuador,2021.0,7.2,,39.0,,,,,,,6061.32350181711,4.504,Upper-Middle
IRN,Iran (Islamic Republic of),2022.0,6.1,5.0,22300.0,143000.0,153278.0,,,,,4721.20437099984,9.085,Upper-Middle
PNG,Papua New Guinea,2022.0,7.6,7.0,1969.0,,,,,,,3102.28968594061,2.689,Lower-Middle
IDN,Indonesia,2023.0,5.1,4.0,2136.0,,,,,,,4876.30774512252,3.308,Upper-Middle
SYR,Syrian Arab Republic,2023.0,6.3,,470.0,,,,,,,,13.27,
TUR,Türkiye,2023.0,6.3,6.0,294.0,,,,,,,13375.0947282864,9.388,High
SYR,Syrian Arab Republic,2023.0,5.2,,150.0,,,,,,,,13.27,
TUR,Türkiye,2023.0,5.2,1.0,200.0,,,,,,,13375.0947282864,9.388,High
PER,Peru,2023.0,6.8,1.0,141.0,,,,,,,7887.54185920108,4.899,Upper-Middle
AFG,Afghanistan,2023.0,6.5,5.0,3345.0,,,,,,,413.757894705303,14.008,Low
PAK,Pakistan,2023.0,6.5,11.0,939.0,,,,,,,1360.32417758419,5.237,Lower-Middle
TJK,Tajikistan,2023.0,4.8,,2205.0,,,,,,,1178.47990060249,7.037,Lower-Middle
CHN,China,2023.0,5.3,,8410.0,30000.0,30885.0,,,,,12951.1782397043,4.67,Upper-Middle
JPN,Japan,2023.0,6.2,1.0,2254.0,,,,,,,33836.1756271617,2.6,High
FRA,France,2023.0,4.8,,752.0,445000.0,458125.0,,,,,44700.1384177544,7.335,High
IDN,Indonesia,2023.0,5.8,1.0,1120.0,,,,,,,4876.30774512252,3.308,Upper-Middle
CHN,China,2023.0,5.4,,399.0,35000.0,36032.0,,,,,12951.1782397043,4.67,Upper-Middle
MAR,Morocco,2023.0,6.8,2946.0,845674.0,7000000.0,7206466.0,,,,,3813.72607421875,8.896,Lower-Middle
AFG,Afghanistan,2023.0,5.4,1480.0,276950.0,217000.0,223400.0,,,,,413.757894705303,14.008,Low
NPL,Nepal,2023.0,5.7,1.0,36273.0,,,,,,,1382.33055769304,10.437,Lower-Middle
AFG,Afghanistan,2023.0,6.3,1.0,140.0,,,,,,,413.757894705303,14.008,Low
NPL,Nepal,2023.0,5.7,154.0,300366.0,100000.0,102950.0,,,,,1382.33055769304,10.437,Lower-Middle
PHL,Philippines,2023.0,6.2,,180.0,,,,,,,3804.08274131097,2.2,Lower-Middle
ISL,Iceland,2023.0,,,3665.0,75000.0,77212.0,,,,,82138.7892973557,3.518,High
PHL,Philippines,2023.0,6.7,11.0,99578.0,25393.0,26142.0,,,,,3804.08274131097,2.2,Lower-Middle
PHL,Philippines,2023.0,7.6,3.0,721076.0,22712.0,23382.0,,,,,3804.08274131097,2.2,Lower-Middle
CHN,China,2023.0,5.9,151.0,600980.0,1000000.0,1029495.0,,,,,12951.1782397043,4.67,Upper-Middle
CHN,China,2024.0,5.6,6.0,12572.0,430000.0,430000.0,,,,,13303.1481543868,4.59,High
KAZ,Kazakhstan,2024.0,5.8,,67.0,,,,,,,14154.6324958076,4.833,High
PNG,Papua New Guinea,2024.0,6.9,5.0,5002.0,,,,,,,3006.70564478923,2.625,Lower-Middle
IDN,Indonesia,2024.0,6.4,,144522.0,40000.0,40000.0,,,,,4925.43048751861,3.301,Upper-Middle
TWN,Taiwan (Province of China),2024.0,7.4,20.0,2369.0,2530000.0,2530000.0,,,,,,,
IDN,Indonesia,2024.0,6.1,1.0,2812.0,,,,,,,4925.43048751861,3.301,Upper-Middle
IRN,Iran (Islamic Republic of),2024.0,4.9,4.0,120.0,,,,,,,5190.16959024821,8.146,Upper-Middle
PER,Peru,2024.0,7.2,,9063.0,,,,,,,8452.37167056621,5.199,Upper-Middle
PHL,Philippines,2024.0,6.8,,24000.0,,,,,,,3984.8315387656,2.202,Lower-Middle
IDN,Indonesia,2024.0,5.1,1.0,2875.0,30000.0,30000.0,,,,,4925.43048751861,3.301,Upper-Middle
TUR,Türkiye,2024.0,6.0,,1717.0,,,,,,,15892.7157287241,8.8,High
CUB,Cuba,2024.0,6.8,,6007.0,,,,,,,,1.755,
VUT,Vanuatu,2024.0,7.3,14.0,80265.0,100000.0,100000.0,,,,,3410.77023167097,4.988,Lower-Middle
CHN,China,2025.0,7.1,126.0,46688.0,1250000.0,,,,,,,4.615,
NPL,Nepal,2025.0,7.1,,83.0,,,,,,,,10.465,
TWN,Taiwan (Province of China),2025.0,6.0,,27.0,1300000.0,,,,,,,,
CHN,China,2025.0,7.7,,2842.0,,,,,,,,4.615,
THA,Thailand,2025.0,7.7,54.0,2351.0,,,,,,,,0.781,
TJK,Tajikistan,2025.0,5.8,1.0,4020.0,,,,,,,,6.931,
TUR,Türkiye,2025.0,6.2,,236.0,100000.0,,,,,,,8.52,
IDN,Indonesia,2025.0,5.7,,181.0,,,,,,,,3.237,
PER,Peru,2025.0,5.6,2.0,639.0,,,,,,,,5.117,
COL,Colombia,2025.0,6.3,,1651.0,,,,,,,,8.29,
GTM,Guatemala,2025.0,5.7,9.0,14550.0,,,,,,,,2.604,
JPN,Japan,2025.0,8.8,1.0,11.0,,,,,,,,2.451,
RUS,Russian Federation,2025.0,8.8,,169.0,,,,,,,,2.133,
USA,United States of America,2025.0,,,,1000.0,,,,,,,4.198,
GTM,Guatemala,2025.0,5.7,9.0,14550.0,,,,,,,,2.604,
IDN,Indonesia,2025.0,5.8,2.0,477.0,,,,,,,,3.237,
VEN,Venezuela (Bolivarian Republic of),2025.0,6.3,,210.0,,,,,,,,5.307,
CHN,China,2025.0,5.6,,12995.0,,,,,,,,4.615,
ETH,Ethiopia,2025.0,5.7,1.0,43009.0,,,,,,,,3.323,
PHL,Philippines,2025.0,6.7,10.0,846027.0,,,,,,,,2.235,
IDN,Indonesia,2025.0,6.5,,250.0,,,,,,,,3.237,
BGD,Bangladesh,2025.0,5.4,10.0,507.0,,,,,,,,3.778,
PRI,Puerto Rico,2020.0,5.4,,150.0,150000.0,181806.0,,,,,31427.1130762831,8.89,High
IDN,Indonesia,2021.0,5.9,,750.0,,,,,,,4287.17313995098,3.827,Upper-Middle
IDN,Indonesia,2001.0,7.4,,,,,,,,,732.307093405708,6.082,Low
AFG,Afghanistan,2001.0,5.0,4.0,270.0,,,,,,,138.706821676113,7.973,Low
IDN,Indonesia,2021.0,7.3,,1737.0,,,,,,,4287.17313995098,3.827,Upper-Middle
IDN,Indonesia,2022.0,5.6,,302.0,,,,,,,4730.83484836107,3.462,Upper-Middle
IDN,Indonesia,2002.0,7.4,3.0,60.0,,,,,,,881.002913569131,6.604,Low
IDN,Indonesia,2023.0,7.6,1.0,4421.0,,,,,,,4876.30774512252,3.308,Upper-Middle
SYR,Syrian Arab Republic,2023.0,7.8,5670.0,8011774.0,8900000.0,9162506.0,,,,,,13.27,
BGD,Bangladesh,2000.0,4.3,,1000.0,,,,,,,396.670730249751,3.27,Low
PNG,Papua New Guinea,2000.0,8.0,2.0,5000.0,,,,,,,635.957919047725,2.92,Low
CHN,China,2001.0,5.6,2.0,150190.0,31000.0,54919.0,,,,,1065.40597574519,3.8,Low
IDN,Indonesia,2001.0,5.0,,12512.0,,,,,,,732.307093405708,6.082,Low
TJK,Tajikistan,2002.0,6.3,,500.0,,,,,,,186.951638285222,3.95,Low
SCG,Serbia Montenegro,2002.0,5.7,1.0,100.0,,,,,,,,,
IDN,Indonesia,2002.0,6.2,,2548.0,,,,,,,881.002913569131,6.604,Low
IND,India,2002.0,6.5,2.0,200.0,,,,,,,469.149928973927,7.681,Low
EGY,Egypt,2002.0,4.4,,250.0,,,,,,,1116.82884626213,10.01,Lower-Middle
ITA,Italy,2002.0,4.3,,1009.0,,,,,,,22451.3964379368,9.211,High
IRN,Iran (Islamic Republic of),2002.0,5.2,,15015.0,,,,,,,1891.25756091033,12.8,Lower-Middle
IDN,Indonesia,2002.0,6.4,,155.0,,,,,,,881.002913569131,6.604,Low
CHN,China,2002.0,5.6,2.0,65500.0,,,,,,,1163.55957673426,4.24,Lower-Middle
IRN,Iran (Islamic Republic of),2003.0,5.2,,10080.0,,,,,,,2208.99636552406,11.529,Lower-Middle
IDN,Indonesia,2003.0,7.0,1.0,247.0,,,,,,,1043.2105838671,6.657,Low
CHN,China,2003.0,5.8,1.0,8003.0,,,,,,,1306.97245408557,4.58,Lower-Middle
BGD,Bangladesh,2003.0,5.7,2.0,2525.0,,,,,,,426.74880754362,4.32,Low
CHN,China,2003.0,5.6,3.0,60056.0,60000.0,102313.0,,,,,1306.97245408557,4.58,Lower-Middle
CHN,China,2003.0,6.0,11.0,6018.0,1933.0,3296.0,,,,,1306.97245408557,4.58,Lower-Middle
USA,United States of America,2003.0,6.5,2.0,160.0,200000.0,341043.0,,,,,39490.2749557007,5.989,High
CHL,Chile,2007.0,7.7,2.0,25155.0,100000.0,151290.0,,,,,10346.4138184533,8.427,Upper-Middle
PAK,Pakistan,2004.0,5.5,24.0,13148.0,,,,,,,771.902247348954,0.598,Low
TUR,Türkiye,2004.0,5.6,,32530.0,,,,,,,5979.6054216148,10.838,Upper-Middle
TJK,Tajikistan,2004.0,4.3,,180.0,,,,,,,305.745158587502,3.45,Low
RUS,Russian Federation,2004.0,4.9,,138.0,,,,,,,4102.36474609375,7.763,Lower-Middle
JPN,Japan,2005.0,5.5,,895.0,,,,,,,37812.8950199948,4.446,High
AFG,Afghanistan,2004.0,5.2,2.0,1040.0,,,,,,,221.763653873013,7.794,Low
CRI,Costa Rica,2004.0,6.4,8.0,280.0,,,,,,,4431.0117207843,6.445,Upper-Middle
TUR,Türkiye,2005.0,5.9,2.0,422.0,,,,,,,7331.85429430255,10.636,Upper-Middle
IRN,Iran (Islamic Republic of),2005.0,5.9,13.0,100.0,,,,,,,3132.0508192007,11.813,Lower-Middle
RUS,Russian Federation,2006.0,7.6,,12040.0,55000.0,85583.0,,,,,6920.19970703125,7.055,Upper-Middle
CHN,China,2006.0,4.7,,12000.0,291.0,453.0,,,,,2129.25696999613,4.43,Lower-Middle
IDN,Indonesia,2006.0,5.8,8.0,1200.0,,,,,,,1558.31562847163,7.551,Lower-Middle
TWN,Taiwan (Province of China),2006.0,7.1,2.0,42.0,,,,,,,,,
KGZ,Kyrgyzstan,2006.0,5.8,,12050.0,,,,,,,543.113512472219,2.962,Low
TJK,Tajikistan,2007.0,5.2,11.0,7003.0,,,,,,,516.997210618914,2.874,Low
DZA,Algeria,2004.0,4.5,,300.0,,,,,,,2816.99384960555,17.65,Lower-Middle
CHN,China,2010.0,6.9,2968.0,112000.0,500000.0,719287.0,,,,,4629.24551710077,4.53,Upper-Middle
IDN,Indonesia,2007.0,6.5,3.0,21800.0,,,,,,,1823.21976255073,8.06,Lower-Middle
MTQ,Martinique,2007.0,7.4,1.0,100.0,,,,,,,,,
JPN,Japan,2007.0,5.1,,201.0,,,,,,,35779.0245416427,3.888,High
GRC,Greece,2008.0,6.4,2.0,3708.0,,,,,,,31695.8331092209,7.664,High
CHN,China,2008.0,6.0,40.0,1000589.0,492000.0,716828.0,,,,,3523.44302065213,4.59,Lower-Middle
KGZ,Kyrgyzstan,2008.0,6.7,74.0,1197.0,,,,,,,966.388569370494,3.207,Low
CHN,China,2008.0,6.3,30.0,754.0,,,,,,,3523.44302065213,4.59,Lower-Middle
JPN,Japan,2009.0,6.2,1.0,25319.0,400000.0,584867.0,,,,,41308.9968370512,5.068,High
TON,Tonga,2009.0,8.1,9.0,507.0,9500.0,13891.0,,,,,2914.23774004564,1.419,Lower-Middle
NZL,New Zealand,2010.0,7.0,,300002.0,6500000.0,9350729.0,,,,,33761.9009639947,6.557,High
IDN,Indonesia,2010.0,7.8,530.0,11864.0,,,,,,,3065.68348377765,5.614,Lower-Middle
MMR,Myanmar,2011.0,6.9,74.0,21277.0,3600.0,5020.0,,,,,1213.62898703376,0.749,Lower-Middle
UZB,Uzbekistan,2011.0,6.1,13.0,86.0,,,,,,,2087.86386135694,4.96,Lower-Middle
CHN,China,2011.0,6.9,7.0,5136.0,,,,,,,5703.76027973346,4.55,Upper-Middle
ITA,Italy,2012.0,6.0,7.0,11050.0,15800000.0,21587179.0,,,,,34854.3949441965,10.655,High
BGR,Bulgaria,2012.0,5.6,,210.0,,,,,,,7431.95789508871,12.27,Upper-Middle
ITA,Italy,2012.0,5.8,17.0,14350.0,,,,,,,34854.3949441965,10.655,High
AZE,Azerbaijan,2012.0,5.6,,15550.0,,,,,,,7495.86527658099,5.19,Upper-Middle
PHL,Philippines,2012.0,5.7,,4001.0,,,,,,,2614.61644401308,3.504,Lower-Middle
CHN,China,2012.0,6.3,,155052.0,68000.0,92907.0,,,,,6405.0574241349,4.58,Upper-Middle
CRI,Costa Rica,2012.0,7.6,2.0,762.0,45000.0,61482.0,,,,,10126.9991024177,9.11,Upper-Middle
COL,Colombia,2013.0,6.9,,10015.0,4000.0,5386.0,,,,,8279.10255642981,9.246,Upper-Middle
PAK,Pakistan,2013.0,7.7,41.0,15175.0,,,,,,,1225.4340119198,2.954,Lower-Middle
IDN,Indonesia,2013.0,6.1,48.0,55935.0,130000.0,175052.0,,,,,3566.60284506078,4.336,Lower-Middle
CHN,China,2013.0,5.9,95.0,123887.0,1000000.0,1346552.0,,,,,7147.03518622344,4.6,Upper-Middle
PAK,Pakistan,2013.0,7.7,399.0,185749.0,100000.0,134655.0,,,,,1225.4340119198,2.954,Lower-Middle
PHL,Philippines,2013.0,7.1,230.0,3222224.0,51459.0,69292.0,,,,,2781.27957677397,3.497,Lower-Middle
IDN,Indonesia,2013.0,5.4,1.0,2738.0,,,,,,,3566.60284506078,4.336,Lower-Middle
CHN,China,2013.0,5.3,,58300.0,,,,,,,7147.03518622344,4.6,Upper-Middle
CHN,China,2013.0,5.0,,2000.0,,,,,,,7147.03518622344,4.6,Upper-Middle
MEX,Mexico,2014.0,7.2,,381.0,,,,,,,11391.3773497683,4.819,Upper-Middle
CHN,China,2014.0,5.4,,75021.0,80000.0,106005.0,,,,,7781.06597484974,4.63,Upper-Middle
TUR,Türkiye,2014.0,6.9,,324.0,,,,,,,12209.3862327674,9.901,Upper-Middle
MYS,Malaysia,2015.0,6.0,24.0,10.0,2.0,3.0,,,,,9648.6797937523,3.1,Upper-Middle
KGZ,Kyrgyzstan,2015.0,5.6,,16780.0,12000.0,15882.0,,,,,1105.65193844261,4.138,Lower-Middle
TUR,Türkiye,2020.0,7.0,115.0,6034.0,450000.0,545417.0,,,,,8798.11791709313,13.148,Upper-Middle
CHN,China,2004.0,5.4,4.0,120600.0,50000.0,83038.0,,,,,1530.92726215723,4.49,Lower-Middle
CHN,China,2020.0,5.1,4.0,3324.0,17000.0,20605.0,,,,,10627.4637989619,5.0,Upper-Middle
HRV,Croatia,2020.0,6.4,8.0,149407.0,6223400.0,7542995.0,,,,,14807.5608543265,7.389,High
DZA,Algeria,2020.0,4.9,,15000.0,,,,,,,3743.5419522929,14.08,Lower-Middle
IDN,Indonesia,2021.0,6.0,9.0,5979.0,,,,,,,4287.17313995098,3.827,Upper-Middle
CHN,China,2000.0,5.9,7.0,1855007.0,73500.0,133892.0,,,,,969.199513696287,3.26,Low
DZA,Algeria,2014.0,5.5,6.0,420.0,,,,,,,6094.69392314956,10.207,Upper-Middle
IDN,Indonesia,2000.0,6.7,1.0,3000.0,,,,,,,763.711124950924,6.077,Low
TZA,United Republic of Tanzania,2001.0,4.3,,700.0,,,,,,,396.638732910156,2.994,Low
PER,Peru,2001.0,5.8,4.0,3965.0,,,,,,,1929.57273038846,5.068,Lower-Middle
RWA,Rwanda,2002.0,4.7,45.0,1643.0,,,,,,,234.043016755733,11.432,Low
PHL,Philippines,2002.0,7.5,15.0,73451.0,1714.0,2989.0,,,,,1014.90879320106,3.616,Low
AFG,Afghanistan,2002.0,6.1,1000.0,91228.0,,,,,,,178.954088379235,7.867,Low
IDN,Indonesia,2002.0,7.6,8.0,9082.0,,,,,,,881.002913569131,6.604,Low
TZA,United Republic of Tanzania,2002.0,5.5,2.0,2000.0,,,,,,,402.649047851563,3.023,Low
CHN,China,2002.0,5.3,,378.0,,,,,,,1163.55957673426,4.24,Lower-Middle
ITA,Italy,2002.0,6.0,2.0,,500000.0,871964.0,,,,,22451.3964379368,9.211,High
RUS,Russian Federation,2003.0,7.3,3.0,1805.0,10600.0,18075.0,,,,,2975.123046875,8.21,Lower-Middle
MEX,Mexico,2003.0,7.6,29.0,178603.0,116300.0,198317.0,,,,,7434.0746485155,3.455,Upper-Middle
PAN,Panama,2003.0,6.5,2.0,1075.0,,,,,,,4264.66428949623,6.303,Upper-Middle
PAN,Panama,2003.0,5.4,,340.0,,,,,,,4264.66428949623,6.303,Upper-Middle
IDN,Indonesia,2003.0,6.0,,500.0,,,,,,,1043.2105838671,6.657,Low
IRN,Iran (Islamic Republic of),2003.0,5.8,1.0,17525.0,21666.0,36945.0,,,,,2208.99636552406,11.529,Lower-Middle
CHN,China,2003.0,5.1,1.0,23369.0,,,,,,,1306.97245408557,4.58,Lower-Middle
ZAF,South Africa,2014.0,5.4,1.0,2002.0,,,,,,,6856.73137092522,24.89,Upper-Middle
CRI,Costa Rica,2003.0,6.5,2.0,135.0,,,,,,,4173.14856415514,6.654,Lower-Middle
SVN,Slovenia,2004.0,5.2,1.0,605.0,10000.0,16608.0,,,,,17103.8297783905,6.012,High
BDI,Burundi,2004.0,4.7,3.0,120.0,,,,,,,125.194965184533,3.177,Low
CHN,China,2004.0,5.2,,22019.0,,,,,,,1530.92726215723,4.49,Lower-Middle
GLP,Guadeloupe,2004.0,6.3,1.0,153.0,,,,,,,,,
DZA,Algeria,2004.0,4.5,,15.0,,,,,,,2816.99384960555,17.65,Lower-Middle
JPN,Japan,2005.0,6.6,1.0,3535.0,400000.0,642503.0,,,,,37812.8950199948,4.446,High
PER,Peru,2005.0,7.8,,,50.0,80.0,,,,,2706.66947297608,4.87,Lower-Middle
CHN,China,2005.0,5.2,16.0,615500.0,,,,,,,1777.64496828464,4.52,Lower-Middle
BGR,Bulgaria,2006.0,4.6,,527.0,,,,,,,4523.1465578805,8.951,Upper-Middle
CHN,China,2006.0,4.9,22.0,265106.0,,,,,,,2129.25696999613,4.43,Lower-Middle
CHN,China,2006.0,5.0,1.0,45551.0,,,,,,,2129.25696999613,4.43,Lower-Middle
SLV,El Salvador,2006.0,4.1,,16470.0,,,,,,,2665.61807194853,6.57,Lower-Middle
USA,United States of America,2006.0,6.7,,3529.0,150000.0,233409.0,,,,,46302.0008800056,4.623,High
JPN,Japan,2007.0,6.7,1.0,41027.0,250000.0,378226.0,,,,,35779.0245416427,3.888,High
CHL,Chile,2007.0,6.2,10.0,,,,,,,,10346.4138184533,8.427,Upper-Middle
RUS,Russian Federation,2007.0,6.2,2.0,25012.0,420000.0,635419.0,,,,,9101.2392578125,6.002,Upper-Middle
GBR,United Kingdom of Great Britain and Northern Ireland,2007.0,4.6,,4501.0,60000.0,90774.0,,,,,50629.0799172887,5.399,High
CHN,China,2011.0,5.6,,1616.0,,,,,,,5703.76027973346,4.55,Upper-Middle
USA,United States of America,2008.0,5.9,,2103.0,,,,,,,48570.0459804586,5.784,High
CHN,China,2008.0,7.9,87476.0,45976596.0,85000000.0,123842307.0,,,,,3523.44302065213,4.59,Lower-Middle
CHN,China,2008.0,6.0,4.0,13529.0,,,,,,,3523.44302065213,4.59,Lower-Middle
RUS,Russian Federation,2008.0,5.8,13.0,5235.0,,,,,,,11635.2841796875,6.205,Upper-Middle
CHN,China,2009.0,5.1,,4549.0,3100.0,4533.0,,,,,3898.24459158811,4.72,Lower-Middle
GEO,Georgia,2009.0,6.0,,7306.0,,,,,,,2822.68939668797,20.71,Lower-Middle
CHN,China,2009.0,5.7,1.0,65336.0,315000.0,460583.0,,,,,3898.24459158811,4.72,Lower-Middle
PHL,Philippines,2009.0,5.7,,392.0,90.0,132.0,,,,,1864.45043406471,3.858,Lower-Middle
AZE,Azerbaijan,2012.0,5.1,,6949.0,,,,,,,7495.86527658099,5.19,Upper-Middle
USA,United States of America,2010.0,6.5,,630.0,12500.0,17982.0,,,,,48642.6100179312,9.633,High
CHN,China,2010.0,5.1,1.0,10515.0,4400.0,6330.0,,,,,4629.24551710077,4.53,Upper-Middle
TUR,Türkiye,2010.0,6.1,51.0,3600.0,,,,,,,10698.9699409757,11.879,Upper-Middle
BTN,Bhutan,2011.0,6.9,1.0,20016.0,,,,,,,2787.97967608562,3.23,Lower-Middle
TWN,Taiwan (Province of China),2010.0,6.3,,96.0,1000000.0,1438574.0,,,,,,,
NZL,New Zealand,2011.0,6.1,181.0,301500.0,15000000.0,20918249.0,,,,,38431.7766788499,6.491,High
KGZ,Kyrgyzstan,2011.0,6.1,,,,,,,,,1117.40174350185,3.644,Lower-Middle
ESP,Spain,2011.0,5.1,10.0,15300.0,200000.0,278910.0,,,,,31824.6219134777,21.39,High
TUR,Türkiye,2011.0,7.1,604.0,32938.0,1500000.0,2091825.0,,,,,11373.6355760885,9.789,Upper-Middle
PHL,Philippines,2011.0,4.9,,28.0,,,,,,,2383.91892522087,3.592,Lower-Middle
PHL,Philippines,2012.0,6.7,113.0,320277.0,8900.0,12160.0,,,,,2614.61644401308,3.504,Lower-Middle
CHL,Chile,2012.0,7.1,1.0,24297.0,100000.0,136628.0,,,,,15241.9069981119,6.79,High
IRN,Iran (Islamic Republic of),2013.0,7.7,,27.0,,,,,,,6222.74194840326,10.595,Upper-Middle
CHN,China,2013.0,6.6,198.0,2198785.0,6800000.0,9156556.0,,,,,7147.03518622344,4.6,Upper-Middle
AFG,Afghanistan,2013.0,5.5,18.0,3531.0,,,,,,,637.087099117099,7.921,Low
TWN,Taiwan (Province of China),2013.0,6.2,4.0,1519.0,1100.0,1481.0,,,,,,,
CHN,China,2013.0,5.1,,80555.0,38000.0,51169.0,,,,,7147.03518622344,4.6,Upper-Middle
IRN,Iran (Islamic Republic of),2014.0,6.0,,12250.0,43000.0,56977.0,,,,,5672.06372896319,10.68,Upper-Middle
MEX,Mexico,2014.0,6.9,3.0,27000.0,,,,,,,11391.3773497683,4.819,Upper-Middle
USA,United States of America,2014.0,6.02,1.0,3250.0,700000.0,927540.0,,,,,54973.4207515712,6.168,High
JPN,Japan,2014.0,6.2,,2657.0,2000.0,2650.0,,,,,38475.3952461838,3.589,High
CHN,China,2015.0,5.1,,8640.0,14650.0,19389.0,,,,,8175.33285077393,4.65,Upper-Middle
BGD,Bangladesh,2015.0,7.8,4.0,200.0,,,,,,,1224.38647668165,4.397,Lower-Middle
CHN,China,2015.0,7.8,29.0,207883.0,,,,,,,8175.33285077393,4.65,Upper-Middle
NPL,Nepal,2015.0,7.3,138.0,2428.0,,,,,,,875.543635474862,10.643,Low
CHN,China,2015.0,6.4,4.0,3048.0,3200.0,4235.0,,,,,8175.33285077393,4.65,Upper-Middle
IDN,Indonesia,2015.0,6.6,,12247.0,,,,,,,3288.22269725538,4.514,Lower-Middle
CHL,Chile,2015.0,8.3,19.0,681499.0,800000.0,1058790.0,,,,,13433.9202987032,6.605,High
AFG,Afghanistan,2015.0,7.5,115.0,92725.0,,,,,,,565.569730408751,9.032,Low
TLS,Timor-Leste,2015.0,6.5,,2003.0,4000.0,5294.0,,,,,1319.59295003154,3.678,Lower-Middle
IRN,Iran (Islamic Republic of),2022.0,5.6,,12565.0,,,,,,,4721.20437099984,9.085,Upper-Middle
PHL,Philippines,2022.0,7.0,10.0,502856.0,151000.0,161853.0,,,,,3548.06930572116,2.598,Lower-Middle
GTM,Guatemala,2022.0,6.2,3.0,31302.0,,,,,,,5358.70156997677,3.051,Upper-Middle
PER,Peru,2022.0,6.5,,300.0,,,,,,,7350.63034300417,4.291,Upper-Middle
HTI,Haiti,2022.0,5.3,2.0,1017.0,,,,,,,1760.62635668777,14.54,Lower-Middle
CHN,China,2021.0,5.4,3.0,24395.0,250000.0,289413.0,,,,,12887.4357242941,4.55,Upper-Middle
PER,Peru,2021.0,6.2,,1421.0,,,,,,,6826.20255614477,5.097,Upper-Middle
IRN,Iran (Islamic Republic of),2023.0,5.6,,239.0,,,,,,,5049.29931642754,8.129,Upper-Middle
CHN,China,2003.0,5.4,4.0,455500.0,167000.0,284771.0,,,,,1306.97245408557,4.58,Lower-Middle
IDN,Indonesia,2000.0,5.4,,4124.0,2000.0,3643.0,,,,,763.711124950924,6.077,Low
AFG,Afghanistan,2002.0,5.9,50.0,6150.0,,,,,,,178.954088379235,7.867,Low
HRV,Croatia,2020.0,5.4,1.0,78942.0,6800000.0,8241856.0,,,,,14807.5608543265,7.389,High
IDN,Indonesia,2020.0,6.4,,1560.0,,,,,,,3853.70288774146,4.255,Lower-Middle
TUR,Türkiye,2020.0,5.9,1.0,6635.0,,,,,,,8798.11791709313,13.148,Upper-Middle
PHL,Philippines,2020.0,6.6,1.0,4980.0,2500.0,3030.0,,,,,3227.57910235199,2.522,Lower-Middle
ARG,Argentina,2021.0,6.4,,1814.0,,,,,,,10738.0179223384,8.736,Upper-Middle
GRC,Greece,2021.0,5.8,,2711.0,10000.0,11577.0,,,,,20654.7001960815,14.656,High
JPN,Japan,2021.0,7.0,,611.0,550000.0,636709.0,,,,,40094.5599795288,2.808,High
TUR,Türkiye,2004.0,5.1,18.0,356.0,,,,,,,5979.6054216148,10.838,Upper-Middle
HTI,Haiti,2021.0,7.2,2575.0,702763.0,1620071.0,1875480.0,,,,,1841.33189337222,15.296,Lower-Middle
CHN,China,2022.0,5.4,,29030.0,54000.0,57881.0,,,,,12970.6056414327,4.98,Upper-Middle
AFG,Afghanistan,2022.0,5.3,28.0,4004.0,,,,,,,357.261152798144,14.1,Low
IDN,Indonesia,2022.0,6.6,,15390.0,23000.0,24653.0,,,,,4730.83484836107,3.462,Upper-Middle
IDN,Indonesia,2022.0,6.1,15.0,24903.0,39000.0,41803.0,,,,,4730.83484836107,3.462,Upper-Middle
AFG,Afghanistan,2022.0,5.9,1163.0,364623.0,,,,,,,357.261152798144,14.1,Low
CHN,China,2022.0,5.8,4.0,13541.0,42000.0,45019.0,,,,,12970.6056414327,4.98,Upper-Middle
TUR,Türkiye,2022.0,6.1,2.0,306.0,50000.0,53594.0,,,,,10897.8397861365,10.465,Upper-Middle
TUR,Türkiye,2023.0,7.8,53000.0,16107000.0,34000000.0,35002834.0,,,,,13375.0947282864,9.388,High
ISL,Iceland,2000.0,6.5,,108.0,12000.0,21860.0,,,,,32503.578963236,1.936,High
IDN,Indonesia,2000.0,7.6,45.0,52770.0,30000.0,54650.0,,,,,763.711124950924,6.077,Low
IDN,Indonesia,2000.0,6.7,103.0,204714.0,41000.0,74688.0,,,,,763.711124950924,6.077,Low
ISL,Iceland,2000.0,6.5,,91.0,12000.0,21860.0,,,,,32503.578963236,1.936,High
NIC,Nicaragua,2000.0,5.4,7.0,7477.0,,,,,,,1017.3124434882,7.181,Low
RUS,Russian Federation,2000.0,6.8,,19108.0,920.0,1676.0,,,,,1771.59411621094,10.581,Lower-Middle
USA,United States of America,2000.0,4.9,,25174.0,50000.0,91083.0,,,,,36329.9560727102,3.992,High
JPN,Japan,2001.0,6.8,2.0,11261.0,500000.0,885793.0,,,,,34406.1824638092,5.02,High
SLV,El Salvador,2001.0,7.7,844.0,1334529.0,1500000.0,2657380.0,,,,,2058.04459070452,6.96,Lower-Middle
